,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
1,90,142,Th,0, ,0, ,1.40E10,1,Y,4.41796963644288e17,3.1556925974592e15,A,100, ,SF,0.0000000011,0.0000000004, , , , , , , , 
2,90,142,Th,49.369,0.009,2, ,345,15,ps,0.000000000345,0.000000000015, , , , , , , , , , , , , , 
3,90,142,Th,162.12,0.02,4, ,164,13,ps,0.000000000164,0.000000000013, , , , , , , , , , , , , , 
4,90,142,Th,333.26,0.08,6, ,62,4,ps,0.000000000062,0.000000000004, , , , , , , , , , , , , , 
5,90,142,Th,556.9,0.1,8, ,24,1,ps,0.000000000024,0.000000000001, , , , , , , , , , , , , , 
6,90,142,Th,714.42,0.09,1, , , , , , , , , , , , , , , , , , , , 
7,90,142,Th,730.6,0.2,0, , , , , , , , , , , , , , , , , , , , 
8,90,142,Th,774.15,0.14,2, ,6,2,ps,0.000000000006,0.000000000002, , , , , , , , , , , , , , 
9,90,142,Th,774.43,0.07,3, , , , , , , , , , , , , , , , , , , , 
10,90,142,Th,785.25,0.08,2, ,2.3,3,ps,0.0000000000023,0.0000000000003, , , , , , , , , , , , , , 
11,90,142,Th,826.8,0.1,10, ,10.3,6,ps,0.0000000000103,0.0000000000006, , , , , , , , , , , , , , 
12,90,142,Th,829.6,0.2,3, , , , , , , , , , , , , , , , , , , , 
13,90,142,Th,873,0.3,4, , , , , , , , , , , , , , , , , , , , 
14,90,142,Th,883.8,0.1,5, , , , , , , , , , , , , , , , , , , , 
15,90,142,Th,890.1,0.2,4, , , , , , , , , , , , , , , , , , , , 
16,90,142,Th,960.24,0.15,5, , , , , , , , , , , , , , , , , , , , 
17,90,142,Th,1023.3,0.1,6, , , , , , , , , , , , , , , , , , , , 
18,90,142,Th,1042.9,0.1,7, , , , , , , , , , , , , , , , , , , , 
19,90,142,Th,1050.9,0.1,6, , , , , , , , , , , , , , , , , , , , 
20,90,142,Th,1053.9,0.1,2, , , , , , , , , , , , , , , , , , , , 
21,90,142,Th,1072.4,0.3,2, , , , , , , , , , , , , , , , , , , , 
22,90,142,Th,1077.9,0.2,1, , , , , , , , , , , , , , , , , , , , 
23,90,142,Th,1078.6,0.1,0, , , , , , , , , , , , , , , , , , , , 
24,90,142,Th,1094.4,0.2,2, , , , , , , , , , , , , , , , , , , , 
25,90,142,Th,1105.7,0.1,3, , , , , , , , , , , , , , , , , , , , 
26,90,142,Th,1121.68,0.08,2, , , , , , , , , , , , , , , , , , , , 
27,90,142,Th,1137.1,0.5,12, ,5.5,4,ps,0.0000000000055,0.0000000000004, , , , , , , , , , , , , , 
28,90,142,Th,1143.3,0.2,4, , , , , , , , , , , , , , , , , , , , 
29,90,142,Th,1146.3,1.5,7, , , , , , , , , , , , , , , , , , , , 
30,90,142,Th,1148.3,0.2,4, , , , , , , , , , , , , , , , , , , , 
31,90,142,Th,1182.6,0.2,3, , , , , , , , , , , , , , , , , , , , 
32,90,142,Th,1208.8,0.1,5, , , , , , , , , , , , , , , , , , , , 
33,90,142,Th,1218.1,0.3,0, , , , , , , , , , , , , , , , , , , , 
34,90,142,Th,1222.1,0.1,8, , , , , , , , , , , , , , , , , , , , 
35,90,142,Th,1249.6,0.1,9, , , , , , , , , , , , , , , , , , , , 
36,90,142,Th,1258.7,1,8, , , , , , , , , , , , , , , , , , , , 
37,90,142,Th,1293,0.3,5, , , , , , , , , , , , , , , , , , , , 
38,90,142,Th,1303.2,0.6,0, , , , , , , , , , , , , , , , , , , , 
39,90,142,Th,1322.3,0.3,2, , , , , , , , , , , , , , , , , , , , 
40,90,142,Th,1327.4,0.2,2, , , , , , , , , , , , , , , , , , , , 
41,90,142,Th,1352.2,0.1,0, , , , , , , , , , , , , , , , , , , , 
42,90,142,Th,1370, ,9, , , , , , , , , , , , , , , , , , , , 
43,90,142,Th,1387.1,0.1,2, ,0.4,1,ps,0.0000000000004,0.0000000000001, , , , , , , , , , , , , , 
44,90,142,Th,1413.8,0.2,4, ,2.2,5,ps,0.0000000000022,0.0000000000005, , , , , , , , , , , , , , 
45,90,142,Th,1419,2,0, , , , , , , , , , , , , , , , , , , , 
46,90,142,Th,1450.3,0.2,0, , , , , , , , , , , , , , , , , , , , 
47,90,142,Th,1466.4,0.1,4, , , , , , , , , , , , , , , , , , , , 
48,90,142,Th,1469.3, ,10, , , , , , , , , , , , , , , , , , , , 
49,90,142,Th,1477,0.2,2, , , , , , , , , , , , , , , , , , , , 
