,Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc.1, decay mode, decay %, unc.2, decay mode.1, decay %.1, unc.3, decay mode.2, decay %.2, unc.4,isospin,magnetic dipole [mu N], unc.5, electric quadrupole [b]  , unc.6,Extraction_date
161,12,12,Mg,161, ,14076.0,4, ,0, ,24, ,5,keV,1.90099047946411e-20,9.12475430142771e-20, , , , , , , , , , , , , , ,2021-06-10
162,12,12,Mg,162, ,14079.0,3, ,0, ,5.5, ,6,keV,8.2952311831161e-20,7.603961917856428e-19, , , , , , , , , ,0, , , , ,2021-06-10
163,12,12,Mg,163, ,14098.0,4, ,0, ,1.4, ,4,keV,3.258840821938469e-19,1.1405942876784644e-18, , , , , , , , , ,0, , , , ,2021-06-10
164,12,12,Mg,164, ,14146.0,4, ,0, ,1.8, ,4,keV,2.534653972618809e-19,1.1405942876784644e-18, , , , , , , , , ,0, , , , ,2021-06-10
165,12,12,Mg,165, ,14148.0,4, ,0, ,6.2, ,7,keV,7.35867282373203e-20,6.517681643876939e-19, , , , , , , , , ,0, , , , ,2021-06-10
166,12,12,Mg,166, ,14153.0,4, ,0, ,4,LT, ,fs,0.000000000000004, , , , , , , , , , ,0, , , , ,2021-06-10
167,12,12,Mg,167, ,14241.0,4, ,0, ,11.3, ,14,keV,4.0375019032866e-20,3.258840821938469e-19, , , , , , , , , ,0, , , , ,2021-06-10
168,12,12,Mg,168, ,14325.0,4, ,0, ,1,LT, ,keV,4.562377150713857e-19, , , , , , , , , , ,0, , , , ,2021-06-10
169,12,12,Mg,169, ,14410.0,20, ,0, , , , , , , , , , , , , , , , ,0, , , , ,2021-06-10
170,12,12,Mg,170, ,14500.0, , ,0, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
171,12,12,Mg,171, ,14560.0,20, ,0, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
172,12,12,Mg,172, ,14740.0,20, ,0, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
173,12,12,Mg,173, ,14920.0,20, ,0, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
174,12,12,Mg,174, ,15150.0,20, ,0, , , , , , , , , , , , , , , , ,0, , , , ,2021-06-10
175,12,12,Mg,175, ,15210.0,20, ,0, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
176,12,12,Mg,176, ,15370.0, , ,0, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
177,12,12,Mg,177, ,15436.4,0.6, ,0,8,1.0, ,3,keV,4.562377150713857e-19,1.5207923835712856e-18, , , , , , , , , ,2, , , , ,2021-06-10
178,12,12,Mg,178, ,15540.0,20, ,0, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
179,12,12,Mg,179, ,15640.0,20, ,0, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
180,12,12,Mg,180, ,15800.0,20, ,0, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
181,12,12,Mg,181, ,16070.0,20, ,0, , , , , , , , , , , , , , , , ,0, , , , ,2021-06-10
182,12,12,Mg,182, ,16300.0,20, ,0, , , , , , , , , , , , , , , , ,0, , , , ,2021-06-10
183,12,12,Mg,183, ,16560.0,20, ,0, , , , , , , , , , , , , , , , ,0, , , , ,2021-06-10
184,12,12,Mg,184, ,16590.0,20, ,0, , , , , , , , , , , , , , , , ,0, , , , ,2021-06-10
185,12,12,Mg,185, ,16904.0,3, ,0, ,7,LT, ,fs,0.000000000000007, , , , , , , , , , ,0, , , , ,2021-06-10
