,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
1,52,73,Te,0, ,1/2, ,STABLE, , , , , , , , , , , , , , ,-0.8885051, , , 
2,52,73,Te,35.4925,0.0005,3/2, ,1.482,8,ns,0.000000001482,0.000000000008, , , , , , , , , , ,0.605, ,-0.31, 
3,52,73,Te,144.775,0.008,11/2, ,57.40,15,d,4959360,12960,IT,100, , , , , , , , ,-0.985, ,-0.06, 
4,52,73,Te,321.09,0.008,9/2, ,0.673,13,ns,0.000000000673,0.000000000013, , , , , , , , , , ,-0.92, ,0.12, 
5,52,73,Te,402.09,0.04,7/2, , , , , , , , , , , , , , , , , , , , 
6,52,73,Te,443.562,0.005,3/2, ,19.1,6,ps,0.0000000000191,0.0000000000006, , , , , , , , , , ,0.65, , , 
7,52,73,Te,463.3668,0.0023,5/2, ,13.2,5,ps,0.0000000000132,0.0000000000005, , , , , , , , , , ,0.5, , , 
8,52,73,Te,525.228,0.007,7/2,LE,160, ,ps,0.00000000016, , , , , , , , , , , ,0, , , 
9,52,73,Te,537.851,0.016,1/2, , , , , , , , , , , , , , , , , , , , 
10,52,73,Te,636.0908,0.002,7/2, ,40,20,ps,0.00000000004,0.00000000002, , , , , , , , , , , , , , 
11,52,73,Te,642.206,0.003,7/2,LE,70, ,ps,0.00000000007, , , , , , , , , , , , , , , 
12,52,73,Te,652.9,0.05,5/2, , , , , , , , , , , , , , , , , , , , 
13,52,73,Te,671.4448,0.0024,5/2, ,1.26,6,ps,0.00000000000126,0.00000000000006, , , , , , , , , , ,-0.6, , , 
14,52,73,Te,729.229,0.012,3/2, , , , , , , , , , , , , , , , , , , , 
15,52,73,Te,786.577,0.023,7/2, , , , , , , , , , , , , , , , , , , , 
16,52,73,Te,804.6,0.4,15/2, , , , , , , , , , , , , , , , , , , , 
17,52,73,Te,840.91,0.1,15/2, , , , , , , , , , , , , , , , , , , , 
18,52,73,Te,1017.73,0.03,7/2, , , , , , , , , , , , , , , , , , , , 
19,52,73,Te,1029.4,1,9/2, , , , , , , , , , , , , , , , , , , , 
20,52,73,Te,1053.85,0.03, 5/2, , , , , , , , , , , , , , , , , , , , 
21,52,73,Te,1066.31,0.03, 5/2, , , , , , , , , , , , , , , , , , , , 
22,52,73,Te,1071.868,0.017,5/2, , , , , , , , , , , , , , , , , , , , 
23,52,73,Te,1091.4,0.09, 5/2, , , , , , , , , , , , , , , , , , , , 
24,52,73,Te,1133.33,0.023, 5/2, , , , , , , , , , , , , , , , , , , , 
25,52,73,Te,1148.7,0.6, 9/2, , , , , , , , , , , , , , , , , , , , 
26,52,73,Te,1191.73,0.14,11/2, , , , , , , , , , , , , , , , , , , , 
27,52,73,Te,1209.61,0.03, 9/2, , , , , , , , , , , , , , , , , , , , 
28,52,73,Te,1242.82,0.025, 5/2, , , , , , , , , , , , , , , , , , , , 
29,52,73,Te,1245.62,0.05,0, , , , , , , , , , , , , , , , , , , , 
30,52,73,Te,1265.17,0.04, 5/2, , , , , , , , , , , , , , , , , , , , 
31,52,73,Te,1310.51,0.16,15/2, , , , , , , , , , , , , , , , , , , , 
32,52,73,Te,1314.6,1, 9/2, , , , , , , , , , , , , , , , , , , , 
33,52,73,Te,1319.538,0.021,3/2, , , , , , , , , , , , , , , , , , , , 
34,52,73,Te,1322.33,0.04, 7/2, , , , , , , , , , , , , , , , , , , , 
35,52,73,Te,1358.19,0.07, 9/2, , , , , , , , , , , , , , , , , , , , 
36,52,73,Te,1435.91,0.04,5/2, , , , , , , , , , , , , , , , , , , , 
37,52,73,Te,1500.66,0.17,19/2, , , , , , , , , , , , , , , , , , , , 
38,52,73,Te,1520.87,0.09,0, , , , , , , , , , , , , , , , , , , , 
39,52,73,Te,1529.514,0.022, 5/2, , , , , , , , , , , , , , , , , , , , 
40,52,73,Te,1570.16,0.21,15/2, , , , , , , , , , , , , , , , , , , , 
41,52,73,Te,1580.85,0.11,0, , , , , , , , , , , , , , , , , , , , 
42,52,73,Te,1587.37,0.04,1/2, , , , , , , , , , , , , , , , , , , , 
