,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
1,71,104,Lu,0, ,7/2, ,STABLE, , , , , , , , , , , , , , ,2.2327, ,3.49, 
2,71,104,Lu,113.806,0.004,9/2, ,90,4,ps,0.00000000009,0.000000000004, , , , , , , , , , ,2.01, , , 
3,71,104,Lu,251.465,0.007,11/2, ,32.4,16,ps,0.0000000000324,0.0000000000016, , , , , , , , , , ,2.6, , , 
4,71,104,Lu,343.38,0.08,5/2, ,0.281,10,ns,0.000000000281,0.00000000001, , , , , , , , , , , , , , 
5,71,104,Lu,353.48,0.13,5/2, ,1.49,7,us,0.00000149,0.00000007, , , , , , , , , , , , , , 
6,71,104,Lu,370.79,0.15,1/2, , , , , , , , , , , , , , , , , , , , 
7,71,104,Lu,396.328,0.007,9/2, ,3.28,6,ns,0.00000000328,0.00000000006, , , , , , , , , , , , , , 
8,71,104,Lu,412.39,0.07,13/2, ,12.7,4,ps,0.0000000000127,0.0000000000004, , , , , , , , , , , , , , 
9,71,104,Lu,414.98,0.18,9/2, , , , , , , , , , , , , , , , , , , , 
10,71,104,Lu,432.74,0.08,7/2,LT,0.1, ,ns,0.0000000001, , , , , , , , , , , , , , , 
11,71,104,Lu,514.66,0.14,3/2, , , , , , , , , , , , , , , , , , , , 
12,71,104,Lu,529.25,0.1,11/2, , , , , , , , , , , , , , , , , , , , 
13,71,104,Lu,546.4,0.3,9/2, , , , , , , , , , , , , , , , , , , , 
14,71,104,Lu,562.3,0.4,13/2, , , , , , , , , , , , , , , , , , , , 
15,71,104,Lu,595.25,0.08,15/2, ,7.65,13,ps,0.00000000000765,0.00000000000013, , , , , , , , , , , , , , 
16,71,104,Lu,626.53,0.15,1/2, ,10.6,5,ns,0.0000000106,0.0000000005, , , , , , , , , , , , , , 
