Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
56,78,Ba,2913.1,0.4, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,2917.61,0.06,2, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,2925.99,0.15,3 TO 5, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,2938.93,0.2,1+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,2943.9,0.14,2 TO 4, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,2950.56,0.24,3 4, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,2957.2,0.5,(10+), ,2.63,14,us,0.00000263,0.00000014,IT,100, , , , , , , , ,-2, , , ,
56,78,Ba,2996,8,(0)+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3004.41,0.15,1 2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3011, ,(1), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3011.7,1.1, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3027.38,0.06,(1+), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3061.29,0.06,2(+), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3068.85,0.13,1 2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3074.72,0.13,(2), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3079,10,4+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3086.65,0.1,1+ 2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3160.07,0.19,1 2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3181,8,(0)+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3216.3,0.6,1 2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3240.5,0.4,(9-), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3242.3,0.8, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3245.88,0.19,(1+), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3262,0.3,2 TO 4, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3272.1,0.05,1- 2-, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3311.3,0.8, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3314.56,0.18,2 3, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3327.25,0.13,(1+), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3328.3,1.1, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3343, ,(1), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3368.97,0.06,1 2, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3371.79,0.2,2 TO 4, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3408.72,0.17,1 2, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3432.15,0.1,1 2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3443.39,0.2,2 TO 4, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3450.27,0.08,(1+), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3451,0.4,1 2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3459.3,1.2, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3471.1,0.3,2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3499.68,0.14,(1 2), , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3501,8,(0)+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3504.2,1.1, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3548.5,0.4,1 2+, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3560, ,1, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3589, ,1, , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3599.3,1.3, , , , , , , , , , , , , , , , , , , , , ,
56,78,Ba,3617, ,(1), , , , , , , , , , , , , , , , , , , , ,
