Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
40,54,Zr,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,
40,54,Zr,918.75,0.05,2+, ,6.9,15,ps,0.0000000000069,0.0000000000015, , , , , , , , , , ,-0.66, , , ,
40,54,Zr,1300.19,0.12,0+, ,0.291,11,ns,0.000000000291,0.000000000011, , , , , , , , , , , , , , ,
40,54,Zr,1469.62,0.1,4+, ,0.500,13,ns,0.0000000005,0.000000000013, , , , , , , , , , , , , , ,
40,54,Zr,1671.41,0.07,2+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2057.63,0.1,3-, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2151.31,0.2,2+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2329.9,0.4,4+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2366.12,0.14,2+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2401,6, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2507.7,0.5,(3)+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2605,0.5,5-, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2698.5,1,(1 2 3), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2719, , , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2769, , , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2826,0.6,(2 3), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2846.3,0.3,(1-), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2860.6,1.1,4+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2888.2,1.7,4+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2908.05,0.2,(2+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2925,5,(1- 3- 4+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,2945,0.4,5-, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3014,8, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3030,6, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3059.31,0.17,(1 2 3)+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3142.4,0.4,(6+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3156.4,0.9,(4+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3219.42,0.13,(1 2 3), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3281,6,(2+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3316,6, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3331,6,(5-), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3361.16,0.18,(1 2 3), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3407,6,(3- 4+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3442.5,0.5,(7-), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3482,8, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3560,7,(4+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3594.8,0.6, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3598,7,(5-), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3631.6,0.4,(8+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3686,7, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3724.9,0.6,(2 3 4)+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3776,7,(0+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3840,7, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3884,7, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3897,7,(4+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,3961.8,0.3,(2)+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4002.2,1.5,(1 2)+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4052.4,1.5,(1 2)+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4081,8,(3-), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4098.5,1.5,(1 2)+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4149,8,(7-), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4198.8,0.3,(1 2)+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4224.2,0.7, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4237.6,0.4,(1 2 3)+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4340,8,(4+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4369.8,0.8, , , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4479.3,0.5,(10+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4637.9,0.8,(1 2 3)+, , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4669.8,0.8,(1- 2- 3-), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,4812.4,0.6,(12+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,5490.9,0.6,(11+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,5804.5,0.7,(12+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,6006.8,0.7,(13+), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,6371.7,0.8,(14), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,7055,0.9,(15), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,7791.8,1,(16), , , , , , , , , , , , , , , , , , , , ,
40,54,Zr,8980.6,1.2, , , , , , , , , , , , , , , , , , , , , ,

