Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
72,108,Hf,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,
72,108,Hf,1892.7,0.4,(7+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1901.9,0.8, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1904,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1904.2,0.6,(1 2+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1909.72,0.09,(4+ 3), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1926.4,0.8,3-, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1928.7,0.4,(7+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1931.9,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1937.2,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1938.2,0.4,(8-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1945.23,0.13,(2+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1945.7,0.5,(11-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1948.6,0.8, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,1971,3, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2022.6,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2034.43,0.07, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2046.9,0.4,(8+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2059,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2075.3,0.8, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2078.34,0.12, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2110.9,0.4,(8+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2120.1,1,1 2, ,0.46,22,ps,0.00000000000046,0.00000000000022, , , , , , , , , , , , , , ,
72,108,Hf,2133.6,0.4,(8+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2134.2,0.4,(9-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2147.1,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2151.48,0.06, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2174,0.3,3-, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2183.1,0.3, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2196.91,0.22, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2201,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2215.9,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2242.6,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2246.1,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2252.9,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2261.8,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2262.3,0.5,(12-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2271,3, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2273,0.8, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2274.3,0.4,12+, ,0.37,3,ps,0.00000000000037,0.00000000000003, , , , , , , , , , , , , , ,
72,108,Hf,2276.4,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2293,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2300.9,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2303, , , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2316.71,0.1,(4- 5-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2320.8,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2334.98,0.21, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2341.4,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2348, , , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2350.4,0.5,(10-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2351.8,0.5,(9+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2369,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2377.7,1,1, ,0.29,7,ps,0.00000000000029,0.00000000000007, , , , , , , , , , , , , , ,
72,108,Hf,2389,0.6,(1 2+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2391,6,4+, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2398.9,0.5,(9+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2413.5,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2425.2,1.2,(10+),LT,2, ,ns,0.000000002, , , , , , , , , , , , , , , ,
72,108,Hf,2447,6,5-, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2465.7,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2472.4,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2477.11,0.1,(4 5), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2482,6,3-, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2485.5,0.5,12+, ,0.94,11,us,0.00000094,0.00000011, , , , , , , , , , , , , , ,
72,108,Hf,2493.5,0.7,1, ,62,13,fs,0.000000000000062,0.000000000000013, , , , , , , , , , , , , , ,
72,108,Hf,2504.8,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2532.8,0.4,(10+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2533,20,3-, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2537.4,1,(14+),GT,10, ,us,0.00001, , , , , , , , , , , , , , , ,
72,108,Hf,2549.4,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2561.2,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2582.5,0.7,1, ,10,3,fs,0.00000000000001,0.000000000000003, , , , , , , , , , , , , , ,
72,108,Hf,2588,0.7,(11-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2591,20,4+, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2603.1,0.6,(13-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2613.9,0.4,(10+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2614.8,0.6,(10+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2617.2,0.7,1, ,9.5,8,fs,0.0000000000000095,8e-16, , , , , , , , , , , , , , ,
72,108,Hf,2623.6,0.8,(13+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2680.04,0.14,4+ 5-, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2682.4,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2706.2,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2712.5,0.7,1, ,12.4,24,fs,0.0000000000000124,0.0000000000000024, , , , , , , , , , , , , , ,
72,108,Hf,2730.7,0.4, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2741.5,0.5, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2771.9,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2784,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2796,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2797.1,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2806,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2807,0.6,(14+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2812.4,1,1, ,0.16,3,ps,0.00000000000016,0.00000000000003, , , , , , , , , , , , , , ,
72,108,Hf,2839.2,0.5, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2848.4,0.7,(12-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2850.3,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2858.7,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2873.4,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2879.8,1,1 2, ,0.25,7,ps,0.00000000000025,0.00000000000007, , , , , , , , , , , , , , ,
72,108,Hf,2892.3,0.7,1, ,20.0,21,fs,0.00000000000002,0.0000000000000021, , , , , , , , , , , , , , ,
72,108,Hf,2896.9,0.6,(11+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2913.6,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2948,0.7,1, ,13.0,9,fs,0.000000000000013,9e-16, , , , , , , , , , , , , , ,
72,108,Hf,2960.7,0.6,(11+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2965.4,0.6,(14-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,2993.1,1,1, ,47,5,fs,0.000000000000047,0.000000000000005, , , , , , , , , , , , , , ,
72,108,Hf,3000.1,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3005.4,0.5,14+, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3011.3,0.7,1, ,30,6,fs,0.00000000000003,0.000000000000006, , , , , , , , , , , , , , ,
72,108,Hf,3022.6,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3049.7,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3058.6,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3068.8,0.7,1, ,14.1,13,fs,0.0000000000000141,0.0000000000000013, , , , , , , , , , , , , , ,
72,108,Hf,3081.5,1,1, ,0.17,5,ps,0.00000000000017,0.00000000000005, , , , , , , , , , , , , , ,
72,108,Hf,3083.6,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3086,1,1, ,0.14,3,ps,0.00000000000014,0.00000000000003, , , , , , , , , , , , , , ,
72,108,Hf,3089.8,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3100.8,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3100.8,0.9,(15+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3110.6,0.5,(12+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3123.4,0.8,(13-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3124.1,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3125.6,0.7,1, ,29,3,fs,0.000000000000029,0.000000000000003, , , , , , , , , , , , , , ,
72,108,Hf,3129.2,0.5,(12+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3131.7,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3150.7,0.7,1, ,10,4,fs,0.00000000000001,0.000000000000004, , , , , , , , , , , , , , ,
72,108,Hf,3153.1,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3163.2,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3174.4,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3184,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3191.4,0.7,(12+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3200.4,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3215.3,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3253.1,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3254.3,0.7,1, ,32,8,fs,0.000000000000032,0.000000000000008, , , , , , , , , , , , , , ,
72,108,Hf,3257.7,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3300.4,0.5, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3303.7,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3317,0.5, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3330.1,1,1, ,95,20,fs,0.000000000000095,0.00000000000002, , , , , , , , , , , , , , ,
72,108,Hf,3330.3,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3338.7,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3350.2,0.7,(15-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3384,0.9, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3417.2,0.5, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3428.7,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3432.1,0.9,(14-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3442.9,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3446.9,0.9,(16+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3468.6,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3483.4,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3489.2,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3499.9,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3506.8,1,1 2, ,77,16,fs,0.000000000000077,0.000000000000016, , , , , , , , , , , , , , ,
72,108,Hf,3515.7,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3526.7,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3528.9,1.3, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3559.6,0.7,1, ,12.8,23,fs,0.0000000000000128,0.0000000000000023, , , , , , , , , , , , , , ,
72,108,Hf,3569.5,0.7,1, ,30,6,fs,0.00000000000003,0.000000000000006, , , , , , , , , , , , , , ,
72,108,Hf,3584.2,0.7,1, ,7.3,19,fs,0.0000000000000073,0.0000000000000019, , , , , , , , , , , , , , ,
72,108,Hf,3592.5,0.7,1, ,16,4,fs,0.000000000000016,0.000000000000004, , , , , , , , , , , , , , ,
72,108,Hf,3596.5,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3597.5,1,(18-), ,90,10,us,0.00009,0.00001, , , , , , , , , , , , , , ,
72,108,Hf,3606.5,0.7,(13+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3615.1,0.7,1, ,13.0,13,fs,0.000000000000013,0.0000000000000013, , , , , , , , , , , , , , ,
72,108,Hf,3625.4,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3627.1,1,1, ,51,12,fs,0.000000000000051,0.000000000000012, , , , , , , , , , , , , , ,
72,108,Hf,3640.7,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3653.8,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3672.2,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3678.1,0.6,(14+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3681.2,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3734,1,(15-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3751.3,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3755.4,0.7,(16-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3766.6,0.7,1, ,10.0,14,fs,0.00000000000001,0.0000000000000014, , , , , , , , , , , , , , ,
72,108,Hf,3774.3,0.7,1, ,4.7,19,fs,0.0000000000000047,0.0000000000000019, , , , , , , , , , , , , , ,
72,108,Hf,3781.5,0.6,(14+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3786.2,0.7,1, ,8.6,18,fs,0.0000000000000086,0.0000000000000018, , , , , , , , , , , , , , ,
72,108,Hf,3804.1,0.7,1, ,16,3,fs,0.000000000000016,0.000000000000003, , , , , , , , , , , , , , ,
72,108,Hf,3813.5,0.7,16+, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3818,1,1, ,40,8,fs,0.00000000000004,0.000000000000008, , , , , , , , , , , , , , ,
72,108,Hf,3829.6,1,1, ,25,5,fs,0.000000000000025,0.000000000000005, , , , , , , , , , , , , , ,
72,108,Hf,3836.5,0.7,1, ,14.7,24,fs,0.0000000000000147,0.0000000000000024, , , , , , , , , , , , , , ,
72,108,Hf,3848.3,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3851.7,0.7,1, ,7.0,14,fs,0.000000000000007,0.0000000000000014, , , , , , , , , , , , , , ,
72,108,Hf,3855.6,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3862.2,1,1 2, ,69,22,fs,0.000000000000069,0.000000000000022, , , , , , , , , , , , , , ,
72,108,Hf,3869.2,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3880.3,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3889.4,1,1, ,12.6,16,fs,0.0000000000000126,0.0000000000000016, , , , , , , , , , , , , , ,
72,108,Hf,3908.5,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3926.5,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3928,1,1, ,22,4,fs,0.000000000000022,0.000000000000004, , , , , , , , , , , , , , ,
72,108,Hf,3948.1,1,1, ,25,6,fs,0.000000000000025,0.000000000000006, , , , , , , , , , , , , , ,
72,108,Hf,3957.6,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3967.8,1,1, ,18,4,fs,0.000000000000018,0.000000000000004, , , , , , , , , , , , , , ,
72,108,Hf,3971.3,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3975.3,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3978.4,0.7,1, ,1.8,9,fs,0.0000000000000018,9e-16, , , , , , , , , , , , , , ,
72,108,Hf,3987.6,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,3992.3,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4003.1,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4091.3,1,(16-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4137.7,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4180.1,0.8,(17-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4270.2,0.7,(16+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4323.5,1.2,(15+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4331.9,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4356,1, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4413.1,1.1,(17-), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4423.1,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4682,0.9,18+, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4808.5,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4852.8,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4916.3,0.5, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4924.2,1.2,(18+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,4965.4,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,5048.3,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,5057.6,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,5554,1.3,20+, , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,5629.2,1.6,(20+), , , , , , , , , , , , , , , , , , , , ,
72,108,Hf,5666,1.3,(20+), , , , , , , , , , , , , , , , , , , , ,

