Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
78,116,Pt,3499.7,1.6,(16+), , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,3545.3,0.5,1, , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,3682.7,1.9,(18+), , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,3697.4,0.5,1, , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,3703.3,0.4,1, , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,3717,0.4,1, , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,3726.8,0.4,1, , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,3747.1,0.6,1, , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,3813.6,0.4,1, , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,3890.2,0.4,1, , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,3937.7,2.2,(20+), , , , , , , , , , , , , , , , , , , , ,
78,116,Pt,4529.8,2.4,(22+), , , , , , , , , , , , , , , , , , , , ,

