Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
72,106,Hf,1869.84,0.004,4+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1890,0.9,7+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1891.304,0.008,2+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1913.617,0.004,4-, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1917.436,0.004,3-, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1939.1,0.7,(10-), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1942.007,0.005,1+ 2+ 3+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1947.951,0.004,(7)-, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1952,0.8,(8+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1953.132,0.005,4+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1953.682,0.005,7+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1956.423,0.005,4+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1986.45,0.004,1+ 2+ 3+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,1997.466,0.008,3+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2007.566,0.004,4+ 3+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2013.551,0.005,3+ 4+ 5+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2021.181,0.004,1+ 2+ 3+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2024, ,(0+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2025.8,0.7,0+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2027.565,0.005,4-, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2050.489,0.01,3+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2056, ,(2+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2068.035,0.005,5+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2082.2,0.6,8+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2099.874,0.005,3+ 4+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2118.6,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2136.522,0.016,(12)-, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2137.4,1,(8-), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2149.6,1,12+, ,0.56,2,ps,0.00000000000056,0.00000000000002, , , , , , , , , , , , , , ,
72,106,Hf,2154.1,0.7,8+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2155.7,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2183.4,1,(9+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2202.51,0.06,(11-), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2203,10, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2227,10, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2247.8,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2255,1, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2272.6,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2310,1, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2315.8,0.9,9+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2316,10,(0+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2334.4,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2349.7,1,9+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2354,1, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2365.5,0.7,(2+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2393,10, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2432.5,1,(1 2), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2433.334,0.017,(13)-, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2433.7,1.1,(10+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2435,10, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2438.8,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2440.2,1.1,(10+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2446.09,0.08,16+, ,31,1,Y,978264705.212352,31556925.974592,IT,100, , , , , , , , , , , , ,
72,106,Hf,2463,1, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2474.8,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2485.2,0.7,(12-), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2508,1, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2537.8,0.9,10+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2552.8,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2557.9,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2572.4,0.3,14-, ,68,2,us,0.000068,0.000002, , , , , , , , , , , , , , ,
72,106,Hf,2604.2,0.9,10+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2612.7,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2631.4,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2668,10,(2+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2700.7,1.2,(11+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2707,10, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2737.6,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2749.1,1,(14-), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2776.6,1.2,14+, ,0.33,7,ps,0.00000000000033,0.00000000000007, , , , , , , , , , , , , , ,
72,106,Hf,2785.3,1,(13-), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2797.8,1.3,11+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2803.5,0.3,17+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2827.5,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2827.7,1.5,11+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2839.6,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2865.9,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2894.1,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2898.8,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2909.1,0.9,(15-), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2915.7,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2942,1,(12+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2957.7,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,2987.2,1.3,(12+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3018.8,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3052.7,1.1,(12+), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3084.3,1,15-, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3100.5,0.6, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3100.6,0.7,(14-), , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3112.8,0.7, , , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3135.2,1.4,12+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3144.4,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3180.9,0.7,18+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3263.7,0.9,16-, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3283.8,1.3,13+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3293.4,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3335.8,1.7,13+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3379.7,1.8,13+, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3410,1,1, , , , , , , , , , , , , , , , , , , , ,
72,106,Hf,3435,1.4,16+, , , , , , , , , , , , , , , , , , , , ,
