Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
76,109,Os,0, ,1/2-, ,93.6,5,d,8087040,43200,EC,100, , , , , , , , , , , , ,
76,109,Os,37.45,0.06,3/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,97.47,0.06,5/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,102.37,0.11,7/2-, ,3.0,4,us,0.000003,0.0000004, , , , , , , , , , , , , , ,
76,109,Os,127.95,0.07,3/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,198.19,0.06,7/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,222.41,0.07,5/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,260.64,0.1,9/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,275.53,0.12,11/2+, ,0.78,5,us,0.00000078,0.00000005, , , , , , , , , , , , , , ,
76,109,Os,317.86,0.07,9/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,351.7,0.07,7/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,402.4,0.11,9/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,406.6,0.24,(1/2- 3/2), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,414.18,0.12,13/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,448.69,0.1,11/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,468.79,0.21,(1/2- 3/2), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,476.53,0.09,11/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,505.25,0.15,9/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,539.4,0.6, , , , , , , , , , , , , , , , , , , , , ,
76,109,Os,590.31,0.11,15/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,591.25,0.12,11/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,599,7,(3/2-), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,626.7,0.5, , , , , , , , , , , , , , , , , , , , , ,
76,109,Os,642.24,0.25,(3/2- 5/2+), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,646.28,0.24, , , , , , , , , , , , , , , , , , , , , ,
76,109,Os,660.26,0.09,13/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,666.23,0.09,13/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,679,7, , , , , , , , , , , , , , , , , , , , , ,
76,109,Os,706.78,0.09,11/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,729.32,0.12,(5/2- 7/2-), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,746.5,0.3, , , , , , , , , , , , , , , , , , , , , ,
76,109,Os,776.33,0.11,17/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,781.93,0.12,13/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,797.1,0.7,1/2 3/2 5/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,802,7,(5/2-), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,843.29,0.22,(3/2- 5/2+), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,864.95,0.1,15/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,879.6,0.7,1/2 3/2 5/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,903,0.21,13/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,907.34,0.1,15/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,965.2,0.4,(1/2 3/2), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1024.61,0.11,19/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1024.96,0.14,15/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1061.5,0.7,1/2 3/2 5/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1070,7,1/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1116.4,0.4,(3/2- 5/2+), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1116.9,0.1,17/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1123,7,(3/2-), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1173.52,0.11,17/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1176.73,0.12,17/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1179.6,0.4,(1/2 3/2 5/2+), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1179.62,0.1,15/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1213,7,1/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1222.09,0.12,21/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1275,7,(3/2-), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1322.03,0.12,17/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1353.72,0.11,19/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1354, ,1/2 3/2 5/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1403.72,0.25,17/2-, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1419, ,1/2 3/2 5/2+, , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1442.04,0.14,(17/2+), , , , , , , , , , , , , , , , , , , , ,
76,109,Os,1461.52,0.11,19/2-, , , , , , , , , , , , , , , , , , , , ,
