Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc, decay mode, decay %, unc, decay mode, decay %, unc, decay mode, decay %, unc,isospin,magnetic dipole [mu N], unc, electric quadrupole [b]  , unc,Extraction_date
21,26,Sc,0, ,0, , ,7/2-,1,3.3492, ,6,d,289370.88,51.84,B-,100, , , , , , , ,5/2,5.34, ,-0.22, ,2021-06-10
21,26,Sc,1, ,766.83,0.09, ,(3/2)+,1,272, ,8,ns,0.000000272,0.000000008, , , , , , , , , , ,0.35, , , ,2021-06-10
21,26,Sc,2, ,807.89,0.08, ,3/2-,1,15, ,4,ps,0.000000000015,0.000000000004, , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,3, ,1123,12, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,4, ,1145,2, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,5, ,1146.99,0.04, ,11/2-,1,3.2, ,11,ps,0.0000000000032,0.0000000000011, , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,6, ,1297.12,0.08, ,5/2-,1,62, ,21,fs,0.000000000000062,0.000000000000021, , , , , , , , , ,5/2, , , , ,2021-06-10
21,26,Sc,7, ,1316,3, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,8, ,1391.3,0.3, ,1/2+,1,9, ,3,ps,0.000000000009,0.000000000003, , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,9, ,1404.4,0.3, ,5/2+,1,0.97, ,28,ps,0.00000000000097,0.00000000000028, , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,10, ,1639,12, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,11, ,1717,12, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,12, ,1745,20, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,13, ,1797.6,0.3, ,3/2 5/2- 7/2-,1,0.21, ,6,ps,0.00000000000021,0.00000000000006, , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,14, ,1798,6, ,1/2+,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,15, ,1857.1,0.3, ,5/2- 7/2(+),1,0.30, ,6,ps,0.0000000000003,0.00000000000006, , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,16, ,1878.2,0.7, ,9/2-,1,0.12, ,6,ps,0.00000000000012,0.00000000000006, , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,17, ,2002.3,0.3, ,3/2+,1,0.40, ,9,ps,0.0000000000004,0.00000000000009, , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,18, ,2148.2,0.5, , , ,2,GT, ,ps,0.000000000002, , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,19, ,2207.5,0.3, ,(7/2-),1,0.08, ,4,ps,0.00000000000008,0.00000000000004, , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,20, ,2232,5, ,7/2-,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,21, ,2381.3,0.8, ,5/2+,2,0.17,LT, ,ps,0.00000000000017, , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,22, ,2408.6,1.6, ,7/2- 9/2,1,0.21, ,11,ps,0.00000000000021,0.00000000000011, , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,23, ,2410.3,1, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,26,Sc,24, ,2499.4,0.7, ,7/2-,3,0.15,LT, ,ps,0.00000000000015, , , , , , , , , , , , , , , ,2021-06-10
