Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc, decay mode, decay %, unc, decay mode, decay %, unc, decay mode, decay %, unc,isospin,magnetic dipole [mu N], unc, electric quadrupole [b]  , unc,Extraction_date
14,17,Si,68, ,7856.7,1.3, ,(3/2-),1,5.0, ,16,keV,9.12475430142771e-20,2.851485719196161e-19, , , , , , , , , , , , , , ,2021-06-10
14,17,Si,69, ,7883.1,1.3, ,1/2-,5,9, ,3,keV,5.06930794523762e-20,1.520792383571286e-19, , , , , , , , , , , , , , ,2021-06-10
14,17,Si,70, ,7900.6,1.3, ,3/2-,5,34, ,3,keV,1.3418756325629e-20,1.520792383571286e-19, , , , , , , , , , , , , , ,2021-06-10
14,17,Si,71, ,7904.6,0.8, ,5/2- 7/2-,4, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,72, ,7927.3,1.3, ,1/2-,6,5.8, ,20,keV,7.86616750123079e-20,2.281188575356929e-19, , , , , , , , , , , , , , ,2021-06-10
14,17,Si,73, ,7944.2,1.4, ,(3/2+ 5/2+),7, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,74, ,7954.9,1.4, ,(3/2-),2,5.4, ,12,keV,8.44884657539603e-20,3.801980958928214e-19, , , , , , , , , , , , , , ,2021-06-10
14,17,Si,75, ,7991,4, ,5/2- 7/2-,5, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,76, ,8017.5,1.2, ,5/2- 7/2-,6, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,77, ,8034.9,1.2, ,5/2- 7/2-,7, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,78, ,8071,3, ,5/2- 7/2-,8, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,79, ,8115.9,1.3, ,5/2- 7/2-,9, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,80, ,8140,14, ,5/2- 7/2-,10, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,81, ,8164.8,1.5, ,5/2- 7/2-,11, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,82, ,8220,14, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,83, ,8240,14, ,(5/2- 7/2-),2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,84, ,8360,14, ,5/2- 7/2-,12, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,85, ,8570,14, ,3/2+ 5/2+,8, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,86, ,8620,14, ,3/2+ 5/2+,9, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,87, ,8710,14, ,(5/2- 7/2-),3, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,88, ,8780,14, ,(3/2+ 5/2+),8, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,89, ,8830,14, ,(1/2- 3/2-),2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,90, ,8850,14, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,91, ,8920,14, ,(1/2- 3/2-),3, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,92, ,8970,14, ,(1/2- 3/2-),4, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,93, ,9230,14, ,(3/2+ 5/2+),9, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,94, ,9380,14, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,95, ,9590,10, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,17,Si,96, ,10760,10, , , , , , , , , , , , , , , , , , , , , , , ,2021-06-10

