,Unnamed: 0,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,0,Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
1,1,31,38,Ga,0, ,1.5, ,STABLE, , , , , , , , , , , , , , ,2.01659, ,0.171, 
2,2,31,38,Ga,318.706,0.021,0.5,LT,70, ,ps,0.00000000007, , , , , , , , , , , , , , , 
3,3,31,38,Ga,574.22,0.022,2.5, ,1.7,7,ps,0.0000000000017,0.0000000000007, , , , , , , , , , , , , , 
4,4,31,38,Ga,872.147,0.022,1.5, ,0.250,21,ps,0.00000000000025,0.000000000000021, , , , , , , , , , , , , , 
5,5,31,38,Ga,1028.59,0.04,0.5, ,1.2,10,ps,0.0000000000012,0.000000000001, , , , , , , , , , , , , , 
6,6,31,38,Ga,1107.04,0.04,2.5, ,0.222,21,ps,0.000000000000222,0.000000000000021, , , , , , , , , , , , , , 
7,7,31,38,Ga,1134,15,0.5, , , , , , , , , , , , , , , , , , , , 
8,8,31,38,Ga,1336.69,0.03,3.5, ,1.18,6,ps,0.00000000000118,0.00000000000006, , , , , , , , , , , , , , 
9,9,31,38,Ga,1488.07,0.04,3.5, ,1.9,+10-5,ps,0.0000000000019, , , , , , , , , , , , , , , 
10,10,31,38,Ga,1525.76,0.04,1.5,GE,0.55, ,ps,0.00000000000055, , , , , , , , , , , , , , , 
11,11,31,38,Ga,1723.71,0.04,2.5, ,0.15,+12-6,ps,0.00000000000015, , , , , , , , , , , , , , , 
12,12,31,38,Ga,1764.78,0.04,4.5, ,0.83,14,ps,0.00000000000083,0.00000000000014, , , , , , , , , , , , , , 
13,13,31,38,Ga,1891.64,0.06,1.5, ,22,3,fs,0.000000000000022,0.000000000000003, , , , , , , , , , , , , , 
14,14,31,38,Ga,1924.25,0.04,3.5,GE,0.62, ,ps,0.00000000000062, , , , , , , , , , , , , , , 
15,15,31,38,Ga,1972.37,0.05,4.5,GE,2.8, ,ps,0.0000000000028, , , , , , , , , , , , , , , 
16,16,31,38,Ga,1973.08,0.06,0.5, ,97,28,fs,0.000000000000097,0.000000000000028, , , , , , , , , , , , , , 
17,17,31,38,Ga,2007.66,0.05,2.5, ,0.35,+21-10,ps,0.00000000000035, , , , , , , , , , , , , , , 
18,18,31,38,Ga,2023.91,0.09,2.5, ,0.175,19,ps,0.000000000000175,0.000000000000019, , , , , , , , , , , , , , 
19,19,31,38,Ga,2045.24,0.08,2.5, ,111,14,fs,0.000000000000111,0.000000000000014, , , , , , , , , , , , , , 
20,20,31,38,Ga,2197,4,0.5, , , , , , , , , , , , , , , , , , , , 
21,21,31,38,Ga,2219.29,0.19,0.5,GE,0.21, ,ps,0.00000000000021, , , , , , , , , , , , , , , 
22,22,31,38,Ga,2250.99,0.1,1.5, ,0.10,+5-3,ps,0.0000000000001, , , , , , , , , , , , , , , 
23,23,31,38,Ga,2319.55,0.2,3.5, ,1.04,21,ps,0.00000000000104,0.00000000000021, , , , , , , , , , , , , , 
24,24,31,38,Ga,2353.3,0.24,2.5,GE,0.17, ,ps,0.00000000000017, , , , , , , , , , , , , , , 
25,25,31,38,Ga,2423.29,0.07,0.5, , , , , , , , , , , , , , , , , , , , 
26,26,31,38,Ga,2428.68,0.21,3.5,GE,1.7, ,ps,0.0000000000017, , , , , , , , , , , , , , , 
27,27,31,38,Ga,2458.84,0.11,3.5, ,0.15,+19-6,ps,0.00000000000015, , , , , , , , , , , , , , , 
28,28,31,38,Ga,2485.7,0.1,2.5, ,70,+50-30,fs,0.00000000000007, , , , , , , , , , , , , , , 
29,29,31,38,Ga,2529.81,0.09,1.5, ,76,21,fs,0.000000000000076,0.000000000000021, , , , , , , , , , , , , , 
30,30,31,38,Ga,2560,3,3.5, , , , , , , , , , , , , , , , , , , , 
31,31,31,38,Ga,2564.3,0.8,0.5, , , , , , , , , , , , , , , , , , , , 
32,32,31,38,Ga,2572.54,0.21,4.5, , , , , , , , , , , , , , , , , , , , 
33,33,31,38,Ga,2573,5,1.5, , , , , , , , , , , , , , , , , , , , 
34,34,31,38,Ga,2600,5,0.5, , , , , , , , , , , , , , , , , , , , 
35,35,31,38,Ga,2614,5,0.5, , , , , , , , , , , , , , , , , , , , 
36,36,31,38,Ga,2660.3,1.8,1.5, , , , , , , , , , , , , , , , , , , , 
37,37,31,38,Ga,2668.28,0.06,5.5,GE,1.7, ,ps,0.0000000000017, , , , , , , , , , , , , , , 
