,Unnamed: 0,Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc.1, decay mode, decay %, unc.2, decay mode.1, decay %.1, unc.3, decay mode.2, decay %.2, unc.4,isospin,magnetic dipole [mu N], unc.5, electric quadrupole [b]  , unc.6,Extraction_date
0,0,28,31,Ni,0, ,0.0, , ,1.5,1,7.6E+4, ,5,Y,2398326374068.992,157784629872.96,EC+B+,100, , , , , , , , , , , , ,2021-06-10
1,1,28,31,Ni,1, ,339.418,0.012, ,2.5,1,68, ,8,ps,0.000000000068,0.000000000008, , , , , , , , , , ,0.35, , , ,2021-06-10
2,2,28,31,Ni,2, ,464.945,0.015, ,0.5,1,20, ,4,ps,0.00000000002,0.000000000004, , , , , , , , , , , , , , ,2021-06-10
3,3,28,31,Ni,3, ,877.967,0.014, ,1.5,2,0.46, ,10,ps,0.00000000000046,0.0000000000001, , , , , , , , , , , , , , ,2021-06-10
4,4,28,31,Ni,4, ,1188.797,0.016, ,2.5,2,0.23, ,4,ps,0.00000000000023,0.00000000000004, , , , , , , , , , , , , , ,2021-06-10
5,5,28,31,Ni,5, ,1301.441,0.016, ,0.5,2,0.111, ,24,ps,0.000000000000111,0.000000000000024, , , , , , , , , , , , , , ,2021-06-10
6,6,28,31,Ni,6, ,1337.9,0.03, ,3.5,1,0.95, ,24,ps,0.00000000000095,0.00000000000024, , , , , , , , , , , , , , ,2021-06-10
7,7,28,31,Ni,7, ,1679.701,0.021, ,2.5,3,20, ,4,ps,0.00000000002,0.000000000004, , , , , , , , , , , , , , ,2021-06-10
8,8,28,31,Ni,8, ,1695.0,7, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
9,9,28,31,Ni,9, ,1734.708,0.017, ,1.5,3,108, ,25,fs,0.000000000000108,0.000000000000025, , , , , , , , , , , , , , ,2021-06-10
10,10,28,31,Ni,10, ,1739.24,0.2, ,4.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,11,28,31,Ni,11, ,1746.1,1, ,3.5,1,76, ,44,fs,0.000000000000076,0.000000000000044, , , , , , , , , , , , , , ,2021-06-10
12,12,28,31,Ni,12, ,1767.44,0.06, ,4.5,1,0.60, ,14,ps,0.0000000000006,0.00000000000014, , , , , , , , , , , , , , ,2021-06-10
