,Unnamed: 0,Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc.1, decay mode, decay %, unc.2, decay mode.1, decay %.1, unc.3, decay mode.2, decay %.2, unc.4,isospin,magnetic dipole [mu N], unc.5, electric quadrupole [b]  , unc.6,Extraction_date
0,0,27,32,Co,0, ,0.0, , ,3.5,1,STABLE, , , , , , , , , , , , , , , ,4.627, ,0.42, ,2021-06-10
1,1,27,32,Co,1, ,1099.256,0.003, ,1.5,1,2.8, ,6,ps,0.0000000000028,0.0000000000006, , , , , , , , , , , , , , ,2021-06-10
2,2,27,32,Co,2, ,1190.46,0.16, ,4.5,1,53.8, ,25,fs,0.0000000000000538,0.0000000000000025, , , , , , , , , , , , , , ,2021-06-10
3,3,27,32,Co,3, ,1291.605,0.005, ,1.5,2,551, ,7,ps,0.000000000551,0.000000000007, , , , , , , , , , ,2.54, , , ,2021-06-10
4,4,27,32,Co,4, ,1434.256,0.005, ,0.5,1,210, ,20,ps,0.00000000021,0.00000000002, , , , , , , , , , , , , , ,2021-06-10
5,5,27,32,Co,5, ,1459.51,0.14, ,5.5,1,1.03, ,13,ps,0.00000000000103,0.00000000000013, , , , , , , , , , , , , , ,2021-06-10
6,6,27,32,Co,6, ,1481.72,0.12, ,2.5,1,178, ,20,fs,0.000000000000178,0.00000000000002, , , , , , , , , , , , , , ,2021-06-10
7,7,27,32,Co,7, ,1744.69,0.2, ,3.5,2,0.32, ,11,ps,0.00000000000032,0.00000000000011, , , , , , , , , , , , , , ,2021-06-10
8,8,27,32,Co,8, ,2061.76,0.18, ,3.5,3,0.15, ,5,ps,0.00000000000015,0.00000000000005, , , , , , , , , , , , , , ,2021-06-10
9,9,27,32,Co,9, ,2087.2,0.3, ,2.5,1,17, ,+8-6,fs,0.000000000000017, , , , , , , , , , , , , , , ,2021-06-10
10,10,27,32,Co,10, ,2153.62,0.2, ,0.5, ,14,GE, ,fs,0.000000000000014, , , , , , , , , , , , , , , ,2021-06-10
11,11,27,32,Co,11, ,2183.5,0.4, ,5.5,1,52, ,16,fs,0.000000000000052,0.000000000000016, , , , , , , , , , , , , , ,2021-06-10
12,12,27,32,Co,12, ,2204.78,0.19, ,2.5,1,0.69,GE, ,ps,0.00000000000069, , , , , , , , , , , , , , , ,2021-06-10
