,Unnamed: 0,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,0,Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
1,1,53,78,I,0, ,3.5, ,8.0252,6,d,693377.28,51.84,B-,100, , , , , , , , ,2.742, ,-0.35, 
2,2,53,78,I,149.716,0.003,2.5, ,0.95,5,ns,0.00000000095,0.00000000005, , , , , , , , , , ,2.8, , , 
3,3,53,78,I,492.664,0.004,2.5, , , , , , , , , , , , , , , , , , , , 
4,4,53,78,I,602.0409,0.0025,2.5, , , , , , , , , , , , , , , , , , , , 
5,5,53,78,I,773.68,0.019,5.5, , , , , , , , , , , , , , , , , , , , 
6,6,53,78,I,852.243,0.018,4.5, , , , , , , , , , , , , , , , , , , , 
7,7,53,78,I,876.724,0.005,0.5, , , , , , , , , , , , , , , , , , , , 
8,8,53,78,I,1005.772,0.019,0.5, , , , , , , , , , , , , , , , , , , , 
9,9,53,78,I,1059.721,0.018,4.5, , , , , , , , , , , , , , , , , , , , 
10,10,53,78,I,1098.26,0.005,2.5, , , , , , , , , , , , , , , , , , , , 
11,11,53,78,I,1146.947,0.006,2.5, , , , , , , , , , , , , , , , , , , , 
12,12,53,78,I,1148.952,0.018,4.5, , , , , , , , , , , , , , , , , , , , 
13,13,53,78,I,1283.9,0.3,0.5, , , , , , , , , , , , , , , , , , , , 
14,14,53,78,I,1298.223,0.019,2.5, , , , , , , , , , , , , , , , , , , , 
15,15,53,78,I,1315.187,0.02,4.5, , , , , , , , , , , , , , , , , , , , 
16,16,53,78,I,1346.48,0.05,2.5, , , , , , , , , , , , , , , , , , , , 
17,17,53,78,I,1376.8,0.4,0.5, , , , , , , , , , , , , , , , , , , , 
18,18,53,78,I,1403.86,0.13,2.5, , , , , , , , , , , , , , , , , , , , 
19,19,53,78,I,1427.151,0.006,2.5, , , , , , , , , , , , , , , , , , , , 
20,20,53,78,I,1444.049,0.011,2.5, , , , , , , , , , , , , , , , , , , , 
21,21,53,78,I,1494,6,0.5, , , , , , , , , , , , , , , , , , , , 
22,22,53,78,I,1500.622,0.009,2.5, , , , , , , , , , , , , , , , , , , , 
