,Unnamed: 0,Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc.1, decay mode, decay %, unc.2, decay mode.1, decay %.1, unc.3, decay mode.2, decay %.2, unc.4,isospin,magnetic dipole [mu N], unc.5, electric quadrupole [b]  , unc.6,Extraction_date
0,0,23,28,V,0, ,0.0, , ,3.5,1,STABLE, , , , , , , , , , , , , , , , , ,-0.043, ,2021-06-10
1,1,23,28,V,1, ,320.0835,0.0004, ,2.5,1,184, ,6,ps,0.000000000184,0.000000000006, , , , , , , , , , ,3.9, , , ,2021-06-10
2,2,23,28,V,2, ,470.0, , ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
3,3,23,28,V,3, ,928.64,0.04, ,1.5,1,8.7, ,8,ps,0.0000000000087,0.0000000000008, , , , , , , , , , , , , , ,2021-06-10
4,4,23,28,V,4, ,1010.0, , ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
5,5,23,28,V,5, ,1190.0, , ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
6,6,23,28,V,6, ,1609.236,0.018, ,5.5,1,0.52, ,5,ps,0.00000000000052,0.00000000000005, , , , , , , , , , , , , , ,2021-06-10
7,7,23,28,V,7, ,1813.249,0.016, ,4.5,1,0.54, ,10,ps,0.00000000000054,0.0000000000001, , , , , , , , , , , , , , ,2021-06-10
8,8,23,28,V,8, ,1910.0, , ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
9,9,23,28,V,9, ,2410.75,0.09, ,1.5,2,13.9, ,21,fs,0.0000000000000139,0.0000000000000021, , , , , , , , , , , , , , ,2021-06-10
10,10,23,28,V,10, ,2546.4,0.6, ,0.5,1,0.7,GT, ,ps,0.0000000000007, , , , , , , , , , , , , , , ,2021-06-10
11,11,23,28,V,11, ,2600.0, , ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
12,12,23,28,V,12, ,2677.46,0.11, ,1.5,1,0.58, ,10,ps,0.00000000000058,0.0000000000001, , , , , , , , , , , , , , ,2021-06-10
13,13,23,28,V,13, ,2699.631,0.024, ,7.5,1,5.5, ,4,ps,0.0000000000055,0.0000000000004, , , , , , , , , , , , , , ,2021-06-10
14,14,23,28,V,14, ,2790.0,8, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
15,15,23,28,V,15, ,2870.0, , ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
16,16,23,28,V,16, ,3083.52,0.12, ,2.5,1,10.4, ,+35-21,fs,0.0000000000000104, , , , , , , , , , , , , , , ,2021-06-10
17,17,23,28,V,17, ,3150.0, , ,1.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
18,18,23,28,V,18, ,3215.5,0.4, ,1.5,3,26, ,+14-10,fs,0.000000000000026, , , , , , , , , , , , , , , ,2021-06-10
19,19,23,28,V,19, ,3264.39,0.17, ,2.5,2,53, ,+12-7,fs,0.000000000000053, , , , , , , , , , , , , , , ,2021-06-10
20,20,23,28,V,20, ,3279.99,0.24, ,2.5,1,139, ,+21-14,fs,0.000000000000139, , , , , , , , , , , , , , , ,2021-06-10
21,21,23,28,V,21, ,3310.0, , ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
22,22,23,28,V,22, ,3320.0, , ,0.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
23,23,23,28,V,23, ,3372.0,10, ,1.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
24,24,23,28,V,24, ,3377.68,0.04, ,4.5,2,56, ,7,fs,0.000000000000056,0.000000000000007, , , , , , , , , , , , , , ,2021-06-10
25,25,23,28,V,25, ,3381.1,1, ,2.5,1,73, ,+17-14,fs,0.000000000000073, , , , , , , , , , , , , , , ,2021-06-10
26,26,23,28,V,26, ,3383.2,0.6, ,5.5,1,55, ,18,fs,0.000000000000055,0.000000000000018, , , , , , , , , , , , , , ,2021-06-10
27,27,23,28,V,27, ,3385.587,0.023, ,6.5,1,0.87,GT, ,ps,0.00000000000087, , , , , , , , , , , , , , , ,2021-06-10
28,28,23,28,V,28, ,3395.02,0.03, ,6.5,1,15, ,+9-7,fs,0.000000000000015, , , , , , , , , , , , , , , ,2021-06-10
29,29,23,28,V,29, ,3412.8,0.7, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
30,30,23,28,V,30, ,3443.91,0.21, ,0.5, ,7, , ,fs,0.000000000000007, , , , , , , , , , , , , , , ,2021-06-10
31,31,23,28,V,31, ,3454.09,0.19, ,4.5,3,5.8, ,20,fs,0.0000000000000058,0.000000000000002, , , , , , , , , , , , , , ,2021-06-10
