,Unnamed: 0,Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc.1, decay mode, decay %, unc.2, decay mode.1, decay %.1, unc.3, decay mode.2, decay %.2, unc.4,isospin,magnetic dipole [mu N], unc.5, electric quadrupole [b]  , unc.6,Extraction_date
0,0,14,15,Si,0, ,0.0, , ,0.5,1,STABLE, , , , , , , , , , , , , , , ,-0.55529, , , ,2021-06-10
1,1,14,15,Si,1, ,1273.387,0.009, ,1.5,1,291, ,10,fs,0.000000000000291,0.00000000000001, , , , , , , , , , , , , , ,2021-06-10
2,2,14,15,Si,2, ,2028.16,0.04, ,2.5,1,306, ,10,fs,0.000000000000306,0.00000000000001, , , , , , , , , , , , , , ,2021-06-10
3,3,14,15,Si,3, ,2425.97,0.03, ,1.5,2,18.1, ,7,fs,0.0000000000000181,7e-16, , , , , , , , , , , , , , ,2021-06-10
4,4,14,15,Si,4, ,3067.13,0.05, ,2.5,2,33, ,1,fs,0.000000000000033,0.000000000000001, , , , , , , , , , , , , , ,2021-06-10
5,5,14,15,Si,5, ,3623.49,0.15, ,3.5,1,2.63, ,9,ps,0.00000000000263,0.00000000000009, , , , , , , , , , , , , , ,2021-06-10
6,6,14,15,Si,6, ,4079.9,0.3, ,3.5,1,44, ,12,fs,0.000000000000044,0.000000000000012, , , , , , , , , , , , , , ,2021-06-10
7,7,14,15,Si,7, ,4741.1,0.3, ,4.5,1,36, ,7,fs,0.000000000000036,0.000000000000007, , , , , , , , , , , , , , ,2021-06-10
8,8,14,15,Si,8, ,4840.38,0.07, ,0.5,2,3.5,LT, ,fs,0.0000000000000035, , , , , , , , , , , , , , , ,2021-06-10
9,9,14,15,Si,9, ,4895.2,0.4, ,2.5,3,12, ,5,fs,0.000000000000012,0.000000000000005, , , , , , , , , , , , , , ,2021-06-10
10,10,14,15,Si,10, ,4934.438,0.023, ,1.5,1,0.84, ,12,fs,8.4e-16,1.2e-16, , , , , , , , , , , , , , ,2021-06-10
