,Unnamed: 0,Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc.1, decay mode, decay %, unc.2, decay mode.1, decay %.1, unc.3, decay mode.2, decay %.2, unc.4,isospin,magnetic dipole [mu N], unc.5, electric quadrupole [b]  , unc.6,Extraction_date
0,0,21,22,Sc,0, ,0.0, , ,3.5,1,3.891, ,12,h,14007.6,43.2,EC+B+,100, , , , , , , , ,4.528, ,-0.27, ,2021-06-10
1,1,21,22,Sc,1, ,151.79,0.08, ,1.5,1,438, ,7,us,0.000438,0.000007,IT,100, , , , , , , , ,0.348, , , ,2021-06-10
2,2,21,22,Sc,2, ,472.6,0.14, ,1.5,1,158, ,13,ps,0.000000000158,0.000000000013, , , , , , , , , , , , , , ,2021-06-10
3,3,21,22,Sc,3, ,845.18,0.09, ,2.5,1,0.15, ,1,ps,0.00000000000015,0.00000000000001, , , , , , , , , , , , , , ,2021-06-10
4,4,21,22,Sc,4, ,855.65,0.25, ,0.5,1,22, ,3,ps,0.000000000022,0.000000000003, , , , , , , , , , , , , , ,2021-06-10
5,5,21,22,Sc,5, ,880.64,0.08, ,2.5,1,4.6, ,10,ps,0.0000000000046,0.000000000001, , , , , , , , , , , , , , ,2021-06-10
6,6,21,22,Sc,6, ,1158.76,0.24, ,1.5,2,4.4, ,10,ps,0.0000000000044,0.000000000001, , , , , , , , , , , , , , ,2021-06-10
7,7,21,22,Sc,7, ,1178.98,0.22, ,1.5,2,0.28, ,11,ps,0.00000000000028,0.00000000000011, , , , , , , , , , , , , , ,2021-06-10
8,8,21,22,Sc,8, ,1337.53,0.07, ,3.5,1,0.83, ,35,ps,0.00000000000083,0.00000000000035, , , , , , , , , , , , , , ,2021-06-10
9,9,21,22,Sc,9, ,1408.09,0.1, ,3.5,2,0.19, ,6,ps,0.00000000000019,0.00000000000006, , , , , , , , , , , , , , ,2021-06-10
10,10,21,22,Sc,10, ,1651.22,0.25, ,2.5,2,0.18, ,3,ps,0.00000000000018,0.00000000000003, , , , , , , , , , , , , , ,2021-06-10
11,11,21,22,Sc,11, ,1811.1,0.4, ,1.5,3,16, ,6,fs,0.000000000000016,0.000000000000006, , , , , , , , , , , , , , ,2021-06-10
12,12,21,22,Sc,12, ,1830.33,0.11, ,5.5,1,0.20, ,3,ps,0.0000000000002,0.00000000000003, , , , , , , , , , , , , , ,2021-06-10
13,13,21,22,Sc,13, ,1882.8,0.3, ,4.5,1,35, ,17,fs,0.000000000000035,0.000000000000017, , , , , , , , , , , , , , ,2021-06-10
14,14,21,22,Sc,14, ,1912.0,6, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
15,15,21,22,Sc,15, ,1932.55,0.09, ,4.5,1,2.4, ,6,ps,0.0000000000024,0.0000000000006, , , , , , , , , , , , , , ,2021-06-10
16,16,21,22,Sc,16, ,1962.89,0.2, ,2.5,1,70, ,11,fs,0.00000000000007,0.000000000000011, , , , , , , , , , , , , , ,2021-06-10
17,17,21,22,Sc,17, ,2094.8,0.3, ,1.5,4,0.29, ,+8-6,ps,0.00000000000029, , , , , , , , , , , , , , , ,2021-06-10
