,Unnamed: 0,Unnamed: 0.1,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,0,0,Z,N,symbol,, unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
1,1,1,76,109,Os,0.0, ,0.5, ,93.6,5,d,8087040,43200,EC,100, , , , , , , , , , , , 
2,2,2,76,109,Os,37.45,0.06,1.5, , , , , , , , , , , , , , , , , , , , 
3,3,3,76,109,Os,97.47,0.06,2.5, , , , , , , , , , , , , , , , , , , , 
4,4,4,76,109,Os,102.37,0.11,3.5, ,3.0,4,us,0.000003,0.0000004, , , , , , , , , , , , , , 
5,5,5,76,109,Os,127.95,0.07,1.5, , , , , , , , , , , , , , , , , , , , 
6,6,6,76,109,Os,198.19,0.06,3.5, , , , , , , , , , , , , , , , , , , , 
7,7,7,76,109,Os,222.41,0.07,2.5, , , , , , , , , , , , , , , , , , , , 
8,8,8,76,109,Os,260.64,0.1,4.5, , , , , , , , , , , , , , , , , , , , 
9,9,9,76,109,Os,275.53,0.12,5.5, ,0.78,5,us,0.00000078,0.00000005, , , , , , , , , , , , , , 
10,10,10,76,109,Os,317.86,0.07,4.5, , , , , , , , , , , , , , , , , , , , 
11,11,11,76,109,Os,351.7,0.07,3.5, , , , , , , , , , , , , , , , , , , , 
12,12,12,76,109,Os,402.4,0.11,4.5, , , , , , , , , , , , , , , , , , , , 
13,13,13,76,109,Os,406.6,0.24,1.5, , , , , , , , , , , , , , , , , , , , 
14,14,14,76,109,Os,414.18,0.12,6.5, , , , , , , , , , , , , , , , , , , , 
15,15,15,76,109,Os,448.69,0.1,5.5, , , , , , , , , , , , , , , , , , , , 
16,16,16,76,109,Os,468.79,0.21,1.5, , , , , , , , , , , , , , , , , , , , 
17,17,17,76,109,Os,476.53,0.09,5.5, , , , , , , , , , , , , , , , , , , , 
18,18,18,76,109,Os,505.25,0.15,4.5, , , , , , , , , , , , , , , , , , , , 
19,19,19,76,109,Os,539.4,0.6,0.5, , , , , , , , , , , , , , , , , , , , 
20,20,20,76,109,Os,590.31,0.11,7.5, , , , , , , , , , , , , , , , , , , , 
21,21,21,76,109,Os,591.25,0.12,5.5, , , , , , , , , , , , , , , , , , , , 
22,22,22,76,109,Os,599.0,7,1.5, , , , , , , , , , , , , , , , , , , , 
23,23,23,76,109,Os,626.7,0.5,0.5, , , , , , , , , , , , , , , , , , , , 
24,24,24,76,109,Os,642.24,0.25,2.5, , , , , , , , , , , , , , , , , , , , 
25,25,25,76,109,Os,646.28,0.24,0.5, , , , , , , , , , , , , , , , , , , , 
26,26,26,76,109,Os,660.26,0.09,6.5, , , , , , , , , , , , , , , , , , , , 
27,27,27,76,109,Os,666.23,0.09,6.5, , , , , , , , , , , , , , , , , , , , 
28,28,28,76,109,Os,679.0,7,0.5, , , , , , , , , , , , , , , , , , , , 
