,Unnamed: 0,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,0,Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
1,1,52,71,Te,0, ,0.5,GT,9.2E+16, ,Y,2.903237189662464e24, ,EC,100, , , , , , , , ,-0.7369478, , , 
2,2,52,71,Te,159.024,0.021,1.5, ,196,9,ps,0.000000000196,0.000000000009, , , , , , , , , , ,0.72, , , 
3,3,52,71,Te,247.47,0.04,5.5, ,119.2,1,d,10298880,8640,IT,100, , , , , , , , ,-0.927, , , 
4,4,52,71,Te,384.35,0.05,3.5, , , , , , , , , , , , , , , , , , , , 
5,5,52,71,Te,439.99,0.03,1.5, ,22,3,ps,0.000000000022,0.000000000003, , , , , , , , , , ,0.6, , , 
6,6,52,71,Te,489.81,0.05,3.5, ,30.7,4,ns,0.0000000307,0.0000000004, , , , , , , , , , ,0.787, , , 
7,7,52,71,Te,505.37,0.03,2.5, ,13.5,25,ps,0.0000000000135,0.0000000000025, , , , , , , , , , ,0.13, , , 
8,8,52,71,Te,532.69,0.04,3.5, , , , , , , , , , , , , , , , , , , , 
9,9,52,71,Te,599.12,0.07,0.5, , , , , , , , , , , , , , , , , , , , 
10,10,52,71,Te,687.97,0.04,1.5, , , , , , , , , , , , , , , , , , , , 
11,11,52,71,Te,697.55,0.05,3.5, , , , , , , , , , , , , , , , , , , , 
12,12,52,71,Te,769.27,0.14,0.5, , , , , , , , , , , , , , , , , , , , 
13,13,52,71,Te,783.61,0.04,2.5, ,52,+33-21,fs,0.000000000000052, , , , , , , , , , , , , , , 
14,14,52,71,Te,862.13,0.04,2.5, , , , , , , , , , , , , , , , , , , , 
15,15,52,71,Te,871.21,0.1,0.5, , , , , , , , , , , , , , , , , , , , 
16,16,52,71,Te,879.67,0.07,3.5, , , , , , , , , , , , , , , , , , , , 
17,17,52,71,Te,886.86,0.18,7.5, , , , , , , , , , , , , , , , , , , , 
18,18,52,71,Te,894.78,0.06,2.5, ,45,+24-14,fs,0.000000000000045, , , , , , , , , , , , , , , 
19,19,52,71,Te,919.79,0.18,6.5, , , , , , , , , , , , , , , , , , , , 
20,20,52,71,Te,996.06,0.11,2.5, , , , , , , , , , , , , , , , , , , , 
