,Unnamed: 0,Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc.1, decay mode, decay %, unc.2, decay mode.1, decay %.1, unc.3, decay mode.2, decay %.2, unc.4,isospin,magnetic dipole [mu N], unc.5, electric quadrupole [b]  , unc.6,Extraction_date
0,0,24,29,Cr,0, ,0.0, , ,1.5,1,STABLE, , , , , , , , , , , , , , , ,-0.47454, ,-0.15, ,2021-06-10
1,1,24,29,Cr,1, ,564.03,0.04, ,0.5,1,0.51, ,6,ps,0.00000000000051,0.00000000000006, , , , , , , , , , , , , , ,2021-06-10
2,2,24,29,Cr,2, ,1006.27,0.05, ,2.5,1,7.1, ,6,ps,0.0000000000071,0.0000000000006, , , , , , , , , , , , , , ,2021-06-10
3,3,24,29,Cr,3, ,1289.52,0.07, ,3.5,1,1.17, ,8,ps,0.00000000000117,0.00000000000008, , , , , , , , , , , , , , ,2021-06-10
4,4,24,29,Cr,4, ,1536.62,0.07, ,3.5,2,23.0, ,11,ps,0.000000000023,0.0000000000011, , , , , , , , , , , , , , ,2021-06-10
5,5,24,29,Cr,5, ,1973.66,0.11, ,2.5,2,0.39, ,5,ps,0.00000000000039,0.00000000000005, , , , , , , , , , , , , , ,2021-06-10
6,6,24,29,Cr,6, ,2172.33,0.13, ,5.5,1,9.6, ,10,ps,0.0000000000096,0.000000000001, , , , , , , , , , , , , , ,2021-06-10
7,7,24,29,Cr,7, ,2233.16,0.15, ,4.5,1,0.36, ,5,ps,0.00000000000036,0.00000000000005, , , , , , , , , , , , , , ,2021-06-10
8,8,24,29,Cr,8, ,2320.71,0.21, ,1.5,2,0.8, ,5,fs,8e-16,5e-16, , , , , , , , , , , , , , ,2021-06-10
9,9,24,29,Cr,9, ,2453.1,0.6, ,4.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
10,10,24,29,Cr,10, ,2462.0, , ,1.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,11,24,29,Cr,11, ,2656.5,0.3, ,3.5,1,0.017,LT, ,ps,0.000000000000017, , , , , , , , , , , , , , , ,2021-06-10
12,12,24,29,Cr,12, ,2669.9,0.5, ,0.5,2,7,LT, ,fs,0.000000000000007, , , , , , , , , , , , , , , ,2021-06-10
13,13,24,29,Cr,13, ,2705.87,0.17, ,5.5,2,2.4, ,10,ps,0.0000000000024,0.000000000001, , , , , , , , , , , , , , ,2021-06-10
14,14,24,29,Cr,14, ,2708.5,0.3, ,1.5,3, , , , , , , , , , , , , , , , , , , , ,2021-06-10
15,15,24,29,Cr,15, ,2723.0,10, ,1.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
16,16,24,29,Cr,16, ,2771.0,1, ,3.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
17,17,24,29,Cr,17, ,2826.5,0.18, ,5.5,3,0.11, ,3,ps,0.00000000000011,0.00000000000003, , , , , , , , , , , , , , ,2021-06-10
18,18,24,29,Cr,18, ,2992.5,0.6, ,3.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
19,19,24,29,Cr,19, ,3084.11,0.17, ,7.5,1,30, ,10,ps,0.00000000003,0.00000000001, , , , , , , , , , , , , , ,2021-06-10
20,20,24,29,Cr,20, ,3137.1,0.6, ,2.5,1,0.04, ,2,ps,0.00000000000004,0.00000000000002, , , , , , , , , , , , , , ,2021-06-10
21,21,24,29,Cr,21, ,3172.1,1, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
22,22,24,29,Cr,22, ,3180.05,0.21, ,1.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
23,23,24,29,Cr,23, ,3243.58,0.17, ,6.5,1,0.6, ,2,ps,0.0000000000006,0.0000000000002, , , , , , , , , , , , , , ,2021-06-10
