,Unnamed: 0,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,0,Z,N,symbol,energy , unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
1,1,30,37,Zn,0, ,2.5, ,STABLE, , , , , , , , , , , , , , ,0.875479, ,0.15, 
2,2,30,37,Zn,93.312,0.005,0.5, ,9.07,4,us,0.00000907,0.00000004, , , , , , , , , , ,0.587, , , 
3,3,30,37,Zn,184.579,0.006,1.5, ,1.04,2,ns,0.00000000104,0.00000000002, , , , , , , , , , ,0.5, , , 
4,4,30,37,Zn,393.531,0.007,1.5,GT,2.4, ,ps,0.0000000000024, , , , , , , , , , , , , , , 
5,5,30,37,Zn,604.48,0.05,4.5, ,333,14,ns,0.000000333,0.000000014, , , , , , , , , , ,-1.097, ,0.6, 
6,6,30,37,Zn,814.77,0.05,3.5, ,2.0,+14-7,ps,0.000000000002, , , , , , , , , , , , , , , 
7,7,30,37,Zn,870.91,0.2,1.5, , , , , , , , , , , , , , , , , , , , 
8,8,30,37,Zn,887.701,0.008,2.5, ,1.6,+8-2,ps,0.0000000000016, , , , , , , , , , , , , , , 
9,9,30,37,Zn,979.84,0.05,2.5, ,1.5,+6-3,ps,0.0000000000015, , , , , , , , , , , , , , , 
10,10,30,37,Zn,990,20,1.5, , , , , , , , , , , , , , , , , , , , 
11,11,30,37,Zn,1060,20,0.5, , , , , , , , , , , , , , , , , , , , 
12,12,30,37,Zn,1142.81,0.06,0.5, ,0.42,12,ps,0.00000000000042,0.00000000000012, , , , , , , , , , , , , , 
13,13,30,37,Zn,1363.59,0.06,2.5, ,0.18,6,ps,0.00000000000018,0.00000000000006, , , , , , , , , , , , , , 
14,14,30,37,Zn,1407,5,0.5, , , , , , , , , , , , , , , , , , , , 
15,15,30,37,Zn,1446.09,0.09,1.5, ,0.5,+4-1,ps,0.0000000000005, , , , , , , , , , , , , , , 
16,16,30,37,Zn,1517.14,0.18,4.5, ,0.21,6,ps,0.00000000000021,0.00000000000006, , , , , , , , , , , , , , 
17,17,30,37,Zn,1543.5,0.09,1.5, ,0.19,5,ps,0.00000000000019,0.00000000000005, , , , , , , , , , , , , , 
18,18,30,37,Zn,1603.68,0.1,3.5, ,0.42,+21-7,ps,0.00000000000042, , , , , , , , , , , , , , , 
19,19,30,37,Zn,1640.11,0.17,6.5, ,0.83,+4-3,ps,0.00000000000083, , , , , , , , , , , , , , , 
20,20,30,37,Zn,1643,2,0.5, , , , , , , , , , , , , , , , , , , , 
21,21,30,37,Zn,1656.71,0.06,3.5, ,0.42,+2-1,ps,0.00000000000042, , , , , , , , , , , , , , , 
22,22,30,37,Zn,1677.53,0.07,0.5, ,0.15,4,ps,0.00000000000015,0.00000000000004, , , , , , , , , , , , , , 
23,23,30,37,Zn,1686.81,0.1,2.5, ,0.24,8,ps,0.00000000000024,0.00000000000008, , , , , , , , , , , , , , 
24,24,30,37,Zn,1732.65,0.15,5.5, ,0.48,+10-7,ps,0.00000000000048, , , , , , , , , , , , , , , 
25,25,30,37,Zn,1780.24,0.16,0.5, , , , , , , , , , , , , , , , , , , , 
26,26,30,37,Zn,1783.16,0.1,2.5, ,0.29,+7-6,ps,0.00000000000029, , , , , , , , , , , , , , , 
27,27,30,37,Zn,1800.5,0.11,3.5, ,0.12,4,ps,0.00000000000012,0.00000000000004, , , , , , , , , , , , , , 
