,Unnamed: 0,Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc.1, decay mode, decay %, unc.2, decay mode.1, decay %.1, unc.3, decay mode.2, decay %.2, unc.4,isospin,magnetic dipole [mu N], unc.5, electric quadrupole [b]  , unc.6,Extraction_date
0,0,21,20,Sc,0, ,0.0, , ,3.5,1,596.3, ,17,ms,0.5963,0.0017,EC+B+,100, , , , , , , , ,5.4305, ,-0.156, ,2021-06-10
1,1,21,20,Sc,1, ,1716.48,0.08, ,1.5,1, , , , , , ,P,98, ,IT,2, , , , , , , , , ,2021-06-10
2,2,21,20,Sc,2, ,2096.0,0.5, ,1.5,1, , , , , , ,P,99, ,IT,1, , , , , , , , , ,2021-06-10
3,3,21,20,Sc,3, ,2414.9,0.5, ,1.5,2, , , , , , ,P,50, ,IT,50, , , , , , , , , ,2021-06-10
4,4,21,20,Sc,4, ,2588.3,0.07, ,2.5,1, , , , , , ,P,90, ,IT,10, , , , , , , , , ,2021-06-10
5,5,21,20,Sc,5, ,2666.84,0.07, ,2.5,1, , , , , , ,P,98, ,IT,2, , , , , , , , , ,2021-06-10
6,6,21,20,Sc,6, ,2719.38,0.09, ,0.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
7,7,21,20,Sc,7, ,2882.47,0.08, ,3.5,1, , , , , , ,P,59,2,IT,41,2, , , , , , , , ,2021-06-10
8,8,21,20,Sc,8, ,2972.3,0.2, ,3.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
9,9,21,20,Sc,9, ,3014.0,4, ,3.5,1, , , , , , ,P,99, ,IT,1, , , , , , , , , ,2021-06-10
10,10,21,20,Sc,10, ,3185.4,0.2, ,2.5,1, , , , , , ,P,92, ,IT,8, , , , , , , , , ,2021-06-10
11,11,21,20,Sc,11, ,3358.1,0.7, ,5.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
12,12,21,20,Sc,12, ,3411.8,0.4, ,0.5,2,1.80, ,18,keV,2.534653972618809e-19,2.5346539726188096e-18, , , , , , , , , , , , , , ,2021-06-10
13,13,21,20,Sc,13, ,3465.0,4, ,0.5,1,50, ,20,keV,9.1247543014277e-21,2.28118857535693e-20, , , , , , , , , , , , , , ,2021-06-10
14,14,21,20,Sc,14, ,3480.0,5, ,0.5,2,12.0, ,15,keV,3.80198095892821e-20,3.041584767142571e-19, , , , , , , , , , , , , , ,2021-06-10
15,15,21,20,Sc,15, ,3563.0,0.3, ,1.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
16,16,21,20,Sc,16, ,3678.0,3, ,3.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
17,17,21,20,Sc,17, ,3697.1,0.3, ,3.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
18,18,21,20,Sc,18, ,3732.0,3, ,0.5,3,12.0, ,12,keV,3.80198095892821e-20,3.801980958928214e-19, , , , , , , , , , , , , , ,2021-06-10
19,19,21,20,Sc,19, ,3774.0,3, ,1.5,3,0.70, ,7,keV,6.517681643876939e-19,6.517681643876939e-18, , , , , , , , , , , , , , ,2021-06-10
20,20,21,20,Sc,20, ,3781.2,0.2, ,2.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,21,21,20,Sc,21, ,3788.0,5, ,2.5,1,0.20, ,2,keV,2.2811885753569284e-18,2.2811885753569284e-17, , , , , , , , , , , , , , ,2021-06-10
22,22,21,20,Sc,22, ,3808.0,12, ,2.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
23,23,21,20,Sc,23, ,3905.0,20, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
24,24,21,20,Sc,24, ,3969.0,5, ,0.5,3,4, , ,keV,1.140594287678464e-19, , , , , , , , , , , , , , , ,2021-06-10
25,25,21,20,Sc,25, ,4023.3,0.4, ,3.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
26,26,21,20,Sc,26, ,4030.7,0.6, ,3.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
27,27,21,20,Sc,27, ,4245.0,4, ,2.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
28,28,21,20,Sc,28, ,4328.0,4, ,2.5,3, , , , , , , , , , , , , , , , , , , , ,2021-06-10
29,29,21,20,Sc,29, ,4441.0,4, ,3.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
30,30,21,20,Sc,30, ,4502.0,4, ,1.5,3,1.0, ,2,keV,4.562377150713857e-19,2.2811885753569284e-18, , , , , , , , , , , , , , ,2021-06-10
31,31,21,20,Sc,31, ,4514.0,4, ,4.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
32,32,21,20,Sc,32, ,4535.0,4, ,1.5,4,12, ,3,keV,3.80198095892821e-20,1.520792383571286e-19, , , , , , , , , , , , , , ,2021-06-10
33,33,21,20,Sc,33, ,4644.0,4, ,0.5,4,36, ,10,keV,1.2673269863094e-20,4.56237715071386e-20, , , , , , , , , , , , , , ,2021-06-10
34,34,21,20,Sc,34, ,4656.0,12, ,2.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
35,35,21,20,Sc,35, ,4777.0,4, ,1.5,4,3, ,1,keV,1.520792383571286e-19,4.562377150713857e-19, , , , , , , , , , , , , , ,2021-06-10
36,36,21,20,Sc,36, ,4810.0,3, ,4.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
37,37,21,20,Sc,37, ,4867.0,4, ,2.5,4,2.0, ,5,keV,2.281188575356929e-19,9.124754301427715e-19, , , , , , , , , , , , , , ,2021-06-10
38,38,21,20,Sc,38, ,4929.0,5, ,2.5,5, , , , , , , , , , , , , , , , , , , , ,2021-06-10
39,39,21,20,Sc,39, ,4947.0,4, ,2.5,6,1.0, ,2,keV,4.562377150713857e-19,2.2811885753569284e-18, , , , , , , , , , , , , , ,2021-06-10
40,40,21,20,Sc,40, ,4949.0,4, ,2.5,2,2.0, ,4,keV,2.281188575356929e-19,1.1405942876784644e-18, , , , , , , , , , , , , , ,2021-06-10
41,41,21,20,Sc,41, ,5011.0,3, ,3.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
