,Unnamed: 0,Unnamed: 0.1,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,0,0,Z,N,symbol,, unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
1,1,1,89,134,Ac,0.0, ,2.5, ,2.10,5,m,126,3,A,99, ,EC,1, , , , , , , , , 
2,2,2,89,134,Ac,12.5,0.2,1.5, , , , , , , , , , , , , , , , , , , , 
3,3,3,89,134,Ac,42.4,0.1,3.5,LE,0.25, ,ns,0.00000000025, , , , , , , , , , , , , , , 
4,4,4,89,134,Ac,50.7,0.1,2.5,LE,0.25, ,ns,0.00000000025, , , , , , , , , , , , , , , 
5,5,5,89,134,Ac,64.62,0.04,2.5,LE,0.25, ,ns,0.00000000025, , , , , , , , , , , , , , , 
6,6,6,89,134,Ac,90.7,0.1,4.5,LE,0.25, ,ns,0.00000000025, , , , , , , , , , , , , , , 
7,7,7,89,134,Ac,107.2,0.2,3.5,LE,0.25, ,ns,0.00000000025, , , , , , , , , , , , , , , 
8,8,8,89,134,Ac,110.06,0.04,3.5,LE,0.25, ,ns,0.00000000025, , , , , , , , , , , , , , , 
9,9,9,89,134,Ac,130.7,0.1,3.5, , , , , , , , , , , , , , , , , , , , 
10,10,10,89,134,Ac,141.0,5,5.5, , , , , , , , , , , , , , , , , , , , 
11,11,11,89,134,Ac,167.5,0.1,4.5,LE,0.25, ,ns,0.00000000025, , , , , , , , , , , , , , , 
