,Unnamed: 0,Unnamed: 0.1,Z,N,symbol, energy [keV] ,unc, jp,half-life operator,half_life,unc.1,unit,half_life[s],unc.2,decay,decay %,unc.3,decay.1,decay %.1,unc.4,decay.2,decay %.2,unc.5,isospin,magn. dipole,unc.6,elect.quadrupole ,unc.7
0,0,0,Z,N,symbol,, unc, jp,half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc
1,1,1,92,145,U,0.0, ,0.5, ,6.752,2,d,583372.8,172.8,B-,100, , , , , , , , , , , , 
2,2,2,92,145,U,11.393,0.014,1.5, , , , , , , , , , , , , , , , , , , , 
3,3,3,92,145,U,56.282,0.015,2.5, , , , , , , , , , , , , , , , , , , , 
4,4,4,92,145,U,82.86,0.05,3.5, , , , , , , , , , , , , , , , , , , , 
5,5,5,92,145,U,159.962,0.014,2.5, ,3.1,1,ns,0.0000000031,0.0000000001, , , , , , , , , , , , , , 
6,6,6,92,145,U,162.3,1.9,4.5, , , , , , , , , , , , , , , , , , , , 
7,7,7,92,145,U,204.06,0.21,5.5, , , , , , , , , , , , , , , , , , , , 
8,8,8,92,145,U,204.17,0.07,3.5, , , , , , , , , , , , , , , , , , , , 
9,9,9,92,145,U,260.93,0.12,4.5, , , , , , , , , , , , , , , , , , , , 
10,10,10,92,145,U,274.0,1,3.5, ,155,6,ns,0.000000155,0.000000006, , , , , , , , , , , , , , 
11,11,11,92,145,U,316.0,3,4.5, , , , , , , , , , , , , , , , , , , , 
12,12,12,92,145,U,317.3,1.6,6.5, , , , , , , , , , , , , , , , , , , , 
13,13,13,92,145,U,327.3,1,5.5, , , , , , , , , , , , , , , , , , , , 
14,14,14,92,145,U,367.0,1.5,5.5, , , , , , , , , , , , , , , , , , , , 
15,15,15,92,145,U,375.1,1.1,7.5, , , , , , , , , , , , , , , , , , , , 
16,16,16,92,145,U,409.8,1,6.5, , , , , , , , , , , , , , , , , , , , 
17,17,17,92,145,U,426.15,0.06,3.5, , , , , , , , , , , , , , , , , , , , 
18,18,18,92,145,U,432.0,3,6.5, , , , , , , , , , , , , , , , , , , , 
19,19,19,92,145,U,482.0,1,4.5, , , , , , , , , , , , , , , , , , , , 
20,20,20,92,145,U,484.0,3,0.5, , , , , , , , , , , , , , , , , , , , 
21,21,21,92,145,U,501.4,1.2,7.5, , , , , , , , , , , , , , , , , , , , 
22,22,22,92,145,U,506.0,1.8,7.5, , , , , , , , , , , , , , , , , , , , 
23,23,23,92,145,U,518.2,1.3,8.5, , , , , , , , , , , , , , , , , , , , 
24,24,24,92,145,U,530.0,4,0.5, , , , , , , , , , , , , , , , , , , , 
25,25,25,92,145,U,540.62,0.04,0.5, , , , , , , , , , , , , , , , , , , , 
26,26,26,92,145,U,545.0,4,0.5, , , , , , , , , , , , , , , , , , , , 
27,27,27,92,145,U,551.0,2,5.5, , , , , , , , , , , , , , , , , , , , 
28,28,28,92,145,U,554.97,0.04,1.5, , , , , , , , , , , , , , , , , , , , 
29,29,29,92,145,U,575.0,3,0.5, , , , , , , , , , , , , , , , , , , , 
30,30,30,92,145,U,578.01,0.05,2.5, , , , , , , , , , , , , , , , , , , , 
