,Unnamed: 0,Z,N,symbol,idx,energy shift, energy [keV] , unc, ripl shift, jp,order, half_life, half-life operator,unc,unit, half_life [s], unc.1, decay mode, decay %, unc.2, decay mode.1, decay %.1, unc.3, decay mode.2, decay %.2, unc.4,isospin,magnetic dipole [mu N], unc.5, electric quadrupole [b]  , unc.6,Extraction_date
0,0,26,29,Fe,0, ,0.0, , ,1.5,1,2.744, ,9,Y,86592204.87428045,284012.333771328,EC,100, , , , , , , , , , , , ,2021-06-10
1,1,26,29,Fe,1, ,411.42,0.21, ,0.5,1,6, ,+6-3,ps,0.000000000006, , , , , , , , , , , , , , , ,2021-06-10
2,2,26,29,Fe,2, ,931.29,0.13, ,2.5,1,8, ,3,ps,0.000000000008,0.000000000003, , , , , , , , , , ,2.7, , , ,2021-06-10
3,3,26,29,Fe,3, ,1316.54,0.13, ,3.5,1,2.1, ,+14-7,ps,0.0000000000021, , , , , , , , , , , ,2, , , ,2021-06-10
4,4,26,29,Fe,4, ,1408.45,0.14, ,3.5,2,37.9, ,17,ps,0.0000000000379,0.0000000000017, , , , , , , , , , ,-2.2, , , ,2021-06-10
5,5,26,29,Fe,5, ,1918.3,0.5, ,0.5,2,12, ,4,fs,0.000000000000012,0.000000000000004, , , , , , , , , , , , , , ,2021-06-10
6,6,26,29,Fe,6, ,2015.0, , ,1.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
7,7,26,29,Fe,7, ,2051.7,0.4, ,1.5,2,7.6, ,21,fs,0.0000000000000076,0.0000000000000021, , , , , , , , , , , , , , ,2021-06-10
8,8,26,29,Fe,8, ,2144.0,0.3, ,2.5,2,38, ,+11-8,fs,0.000000000000038, , , , , , , , , , , , , , , ,2021-06-10
9,9,26,29,Fe,9, ,2211.87,0.24, ,4.5,1,0.76, ,21,ps,0.00000000000076,0.00000000000021, , , , , , , , , , , , , , ,2021-06-10
10,10,26,29,Fe,10, ,2255.5,1, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
11,11,26,29,Fe,11, ,2301.06,0.21, ,4.5,1,0.6, ,+5-2,ps,0.0000000000006, , , , , , , , , , , , , , , ,2021-06-10
12,12,26,29,Fe,12, ,2470.2,0.6, ,1.5,3,15, ,3,fs,0.000000000000015,0.000000000000003, , , , , , , , , , , , , , ,2021-06-10
13,13,26,29,Fe,13, ,2490.0,10, ,3.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
14,14,26,29,Fe,14, ,2539.11,0.21, ,5.5,1,9.3, ,13,ps,0.0000000000093,0.0000000000013, , , , , , , , , , , , , , ,2021-06-10
15,15,26,29,Fe,15, ,2577.7,0.4, ,2.5,3,46, ,6,fs,0.000000000000046,0.000000000000006, , , , , , , , , , , , , , ,2021-06-10
16,16,26,29,Fe,16, ,2600.0, , ,4.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
17,17,26,29,Fe,17, ,2813.8,0.3, ,6.5,1,10.0, ,21,ps,0.00000000001,0.0000000000021, , , , , , , , , , , , , , ,2021-06-10
18,18,26,29,Fe,18, ,2872.3,0.2, ,3.5,2,19, ,6,fs,0.000000000000019,0.000000000000006, , , , , , , , , , , , , , ,2021-06-10
19,19,26,29,Fe,19, ,2938.9,0.4, ,3.5,3,29, ,+9-8,fs,0.000000000000029, , , , , , , , , , , , , , , ,2021-06-10
20,20,26,29,Fe,20, ,2982.1,0.4, ,5.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
21,21,26,29,Fe,21, ,2984.4,0.4, ,4.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
22,22,26,29,Fe,22, ,3028.5,0.7, ,1.5,4,15, ,8,fs,0.000000000000015,0.000000000000008, , , , , , , , , , , , , , ,2021-06-10
23,23,26,29,Fe,23, ,3072.0,0.4, ,5.5,2,0.7,GT, ,ps,0.0000000000007, , , , , , , , , , , , , , , ,2021-06-10
24,24,26,29,Fe,24, ,3076.0,3, ,4.5,1,0.44, ,+21-11,ps,0.00000000000044, , , , , , , , , , , , , , , ,2021-06-10
25,25,26,29,Fe,25, ,3108.7,0.3, ,3.5,3, , , , , , , , , , , , , , , , , , , , ,2021-06-10
26,26,26,29,Fe,26, ,3285.0, , ,0.5, ,8, ,7,fs,0.000000000000008,0.000000000000007, , , , , , , , , , , , , , ,2021-06-10
27,27,26,29,Fe,27, ,3311.0,10, ,3.5,4, , , , , , , , , , , , , , , , , , , , ,2021-06-10
28,28,26,29,Fe,28, ,3362.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
29,29,26,29,Fe,29, ,3419.0,0.4, ,7.5,1,0.07, ,2,ps,0.00000000000007,0.00000000000002, , , , , , , , , , , , , , ,2021-06-10
30,30,26,29,Fe,30, ,3456.9,0.5, ,6.5,2,0.6,GT, ,ps,0.0000000000006, , , , , , , , , , , , , , , ,2021-06-10
31,31,26,29,Fe,31, ,3552.3,0.8, ,1.5,5,3.5,LT, ,fs,0.0000000000000035, , , , , , , , , , , , , , , ,2021-06-10
32,32,26,29,Fe,32, ,3599.0,10, ,0.5,3, , , , , , , , , , , , , , , , , , , , ,2021-06-10
33,33,26,29,Fe,33, ,3660.8,1.1, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
34,34,26,29,Fe,34, ,3709.0,10, ,1.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
35,35,26,29,Fe,35, ,3722.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
36,36,26,29,Fe,36, ,3790.3,0.8, ,0.5,4,11,LT, ,fs,0.000000000000011, , , , , , , , , , , , , , , ,2021-06-10
37,37,26,29,Fe,37, ,3800.6,1, ,1.5,6, , , , , , , , , , , , , , , , , , , , ,2021-06-10
38,38,26,29,Fe,38, ,3814.0,10, ,4.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
39,39,26,29,Fe,39, ,3815.0,15, ,3.5,5, , , , , , , , , , , , , , , , , , , , ,2021-06-10
40,40,26,29,Fe,40, ,3860.0,10, ,4.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
41,41,26,29,Fe,41, ,3901.3,0.8, ,6.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
42,42,26,29,Fe,42, ,3906.7,0.8, ,1.5,7,3.5,LT, ,fs,0.0000000000000035, , , , , , , , , , , , , , , ,2021-06-10
43,43,26,29,Fe,43, ,3960.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
44,44,26,29,Fe,44, ,4028.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
45,45,26,29,Fe,45, ,4057.0,10, ,3.5,6, , , , , , , , , , , , , , , , , , , , ,2021-06-10
46,46,26,29,Fe,46, ,4110.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
47,47,26,29,Fe,47, ,4123.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
48,48,26,29,Fe,48, ,4273.0,10, ,0.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
49,49,26,29,Fe,49, ,4372.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
50,50,26,29,Fe,50, ,4387.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
51,51,26,29,Fe,51, ,4450.0,20, ,0.5,2, , , , , , , , , , , , , , , , , , , , ,2021-06-10
52,52,26,29,Fe,52, ,4463.0,10, ,2.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
53,53,26,29,Fe,53, ,4495.1,0.7, ,0.5,5,3.5, ,21,fs,0.0000000000000035,0.0000000000000021, , , , , , , , , , , , , , ,2021-06-10
54,54,26,29,Fe,54, ,4538.0,10, ,1.5,1, , , , , , , , , , , , , , , , , , , , ,2021-06-10
55,55,26,29,Fe,55, ,4636.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
56,56,26,29,Fe,56, ,4658.0,10, ,3.5,7, , , , , , , , , , , , , , , , , , , , ,2021-06-10
57,57,26,29,Fe,57, ,4673.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
58,58,26,29,Fe,58, ,4708.3,0.7, ,2.5,2,4.2, ,28,fs,0.0000000000000042,0.0000000000000028, , , , , , , , , , , , , , ,2021-06-10
59,59,26,29,Fe,59, ,4751.0,10, ,0.5, , , , , , , , , , , , , , , , , , , , , ,2021-06-10
